2.999999830999999784e+00,8.197489430000000077e-01
3.499999916000000155e+00,8.011120309999999467e-01
4.000000000000000000e+00,8.082684239999999853e-01
4.500000083999999845e+00,8.219109180000000459e-01
4.750000125999999767e+00,8.228762370000000104e-01
5.000000168999999772e+00,8.232659810000000356e-01
5.249999874000000233e+00,8.309893579999999558e-01
5.999999662999999650e+00,8.349324559999999895e-01
6.199999966000000029e+00,8.336185980000000439e-01
6.400000269999999603e+00,8.318047800000000214e-01
6.499999747000000383e+00,8.290111030000000270e-01
6.550000159999999738e+00,8.269092009999999826e-01
6.599999899000000170e+00,8.247409970000000312e-01
6.700000050999999957e+00,8.204296749999999694e-01
6.800000201999999661e+00,8.161762569999999606e-01
6.900000354000000335e+00,8.112002329999999928e-01
6.919999845000000427e+00,8.097409030000000119e-01
6.929999927999999976e+00,8.087807649999999571e-01
6.940000010000000330e+00,8.081023059999999925e-01
6.950000092999999879e+00,8.075666259999999541e-01
6.960000175000000233e+00,8.072519769999999539e-01
6.969999583999999970e+00,8.066244200000000086e-01
6.980000341000000219e+00,8.064955120000000255e-01
6.989999748999999873e+00,8.068061730000000153e-01
6.999999831000000228e+00,8.066511579999999793e-01
7.499999916000000155e+00,8.054696580000000328e-01
8.000000000000000000e+00,8.045715669999999875e-01
8.500000083999999845e+00,8.039491210000000443e-01
9.000000168999999772e+00,8.039048949999999527e-01
9.500000252999999617e+00,8.037087339999999802e-01
1.000000033999999971e+01,8.034521100000000526e-01
1.024999970000000005e+01,8.017061540000000042e-01
1.049999975000000063e+01,8.017773929999999494e-01
1.060000057000000062e+01,7.686575540000000206e-01
1.070000004999999987e+01,7.073152499999999510e-01
1.072000021999999930e+01,6.985077429999999588e-01
1.073999970999999931e+01,6.902119629999999839e-01
1.076000055000000089e+01,6.823355909999999636e-01
1.078000003999999912e+01,6.748359390000000513e-01
1.078400034000000041e+01,6.733711829999999843e-01
1.078600048999999927e+01,6.726461110000000465e-01
1.078699989000000059e+01,6.722831849999999498e-01
1.078799996999999955e+01,6.719215689999999963e-01
1.078899937000000087e+01,6.715640330000000047e-01
1.078950041999999954e+01,6.713869940000000147e-01
1.080000019999999950e+01,6.676396970000000319e-01
1.089999968000000052e+01,6.352923040000000299e-01
1.099999983000000014e+01,6.072776979999999769e-01
1.124999986999999990e+01,5.489658659999999690e-01
1.150000059000000086e+01,5.013791050000000471e-01
1.175000063000000061e+01,4.609829770000000160e-01
1.199999932999999963e+01,4.259656540000000269e-01
1.299999949000000043e+01,3.211663100000000104e-01
1.399999966000000029e+01,2.511023000000000005e-01
1.499999983000000014e+01,2.014151819999999982e-01
1.750000024999999937e+01,1.256539439999999896e-01
2.000000066999999859e+01,8.506697000000000564e-02
2.249999975000000063e+01,6.102644599999999808e-02
2.499999881999999829e+01,4.581496699999999811e-02
