2.999999830999999784e+00,1.003355519999999945e-01
3.499999916000000155e+00,2.721972080000000238e-01
4.000000000000000000e+00,3.593051179999999789e-01
4.500000083999999845e+00,4.091566850000000199e-01
4.750000125999999767e+00,4.272900199999999926e-01
5.000000168999999772e+00,4.418196140000000272e-01
5.249999874000000233e+00,4.527080490000000013e-01
5.999999662999999650e+00,4.752702979999999799e-01
6.199999966000000029e+00,4.794786440000000094e-01
6.400000269999999603e+00,4.828712629999999950e-01
6.499999747000000383e+00,4.844476269999999918e-01
6.550000159999999738e+00,4.851863370000000231e-01
6.599999899000000170e+00,4.859058459999999746e-01
6.700000050999999957e+00,4.871141540000000214e-01
6.800000201999999661e+00,4.880947930000000268e-01
6.900000354000000335e+00,4.888664879999999879e-01
6.919999845000000427e+00,4.889880580000000032e-01
6.929999927999999976e+00,4.890501520000000157e-01
6.940000010000000330e+00,4.890888580000000152e-01
6.950000092999999879e+00,4.891145310000000190e-01
6.960000175000000233e+00,4.891277640000000204e-01
6.969999583999999970e+00,4.891557599999999950e-01
6.980000341000000219e+00,4.891650470000000195e-01
6.989999748999999873e+00,4.891544660000000100e-01
6.999999831000000228e+00,4.891638669999999744e-01
7.499999916000000155e+00,4.892241609999999907e-01
8.000000000000000000e+00,4.892630479999999782e-01
8.500000083999999845e+00,4.892880199999999902e-01
9.000000168999999772e+00,4.892931159999999724e-01
9.500000252999999617e+00,4.893043040000000232e-01
1.000000033999999971e+01,4.893191430000000119e-01
1.024999970000000005e+01,4.893829199999999990e-01
1.049999975000000063e+01,4.893780589999999764e-01
1.060000057000000062e+01,4.865071770000000129e-01
1.070000004999999987e+01,4.729915579999999786e-01
1.072000021999999930e+01,4.703493160000000173e-01
1.073999970999999931e+01,4.677249410000000052e-01
1.076000055000000089e+01,4.651191430000000127e-01
1.078000003999999912e+01,4.625370440000000083e-01
1.078400034000000041e+01,4.620218819999999949e-01
1.078600048999999927e+01,4.617652839999999981e-01
1.078699989000000059e+01,4.616365570000000029e-01
1.078799996999999955e+01,4.615084600000000092e-01
1.078899937000000087e+01,4.613809409999999889e-01
1.078950041999999954e+01,4.613177660000000180e-01
1.080000019999999950e+01,4.599723820000000130e-01
1.089999968000000052e+01,4.474241840000000026e-01
1.099999983000000014e+01,4.353242990000000257e-01
1.124999986999999990e+01,4.069348309999999969e-01
1.150000059000000086e+01,3.809652159999999954e-01
1.175000063000000061e+01,3.571571680000000248e-01
1.199999932999999963e+01,3.352955249999999832e-01
1.299999949000000043e+01,2.637186830000000093e-01
1.399999966000000029e+01,2.111365789999999909e-01
1.499999983000000014e+01,1.716519559999999944e-01
1.750000024999999937e+01,1.080807440000000064e-01
2.000000066999999859e+01,7.239493700000000642e-02
2.249999975000000063e+01,5.084244300000000105e-02
2.499999881999999829e+01,3.706229199999999668e-02
