3.0,0.05930291552
3.54953237,0.2451395273
4.067900771,0.3384089833
4.553906848,0.3892539969
5.006427063,0.418631258
5.424415288,0.4363318854
5.806905228,0.4473060571
6.153012649,0.4542443004
6.461937428,0.4586718339
6.732965398,0.4615049661
6.965470002,0.463294021
7.158913742,0.4636542939
7.312849418,0.4636542939
7.426921164,0.4636542939
7.500865272,0.4636542939
7.534510799,0.4636542939
7.541241633,0.4636542939
7.58833327,0.4636542939
7.675676842,0.4636542939
7.803070431,0.4636542939
7.970219531,0.4636542939
8.176737731,0.4636542939
8.422147605,0.4636542939
8.70588182,0.4636542939
9.027284445,0.4636542939
9.385612468,0.4636542939
9.780037514,0.4636542939
10.20964776,0.4636542939
10.65845809,0.4638302455
10.67345004,0.4618785363
11.17037214,0.4029381992
11.6992653,0.3507249887
12.25890683,0.3048505575
12.84800295,0.2648105773
13.46519181,0.2300398331
14.10904661,0.1999638747
14.77807889,0.1740162374
15.470742,0.1516735378
16.18543466,0.1324554552
16.92050464,0.1159318604
17.67425264,0.1017230569
18.44493615,0.08949751588
19.23077353,0.07896817278
20.02994808,0.06988803091
20.8406123,0.06204557354
21.66089211,0.0552598204
22.4888912,0.04937852256
23.32269542,0.04426964527
24.1603772,0.03982274544
25.0,0.03594366692
